24,"podróżowanie do regionu, w którym wybuchła epidemia w ciągu 14 dni przed pojawieniem się objawów, praca w miejscu udzielania pomocy medycznej, gdzie przebywali i byli leczeni chorzy na koronawirus 2019-nCoV'",www.mp.pl,TRUE
25,"Tak jak w przypadku innych zakażeń układu oddechowego, zakażenie koronawirusem może powodować łagodne objawy, takie jak ból gardła, kaszel i gorączkę. Jednak u niektórych osób może mieć ciężki przebieg i prowadzić do zapalenia płuc i problemów z oddychaniem.'",www.mp.pl,TRUE
26,Zakażenie koronawirusem (COVID-19) może prowadzić do zgonu.',www.mp.pl,TRUE
27,"Nie wiadomo dokładnie, ile osób jest zakażonych koronawirusem, ale nie ma żadnych objawów i nawet o tym nie wie. Z tego powodu bardzo trudne jest oszacowanie śmiertelności spowodowanej COVID-19.'",www.mp.pl,TRUE
28,"Śmiertelność wśród wszystkich chorych w Chinach wyniosła 2,3%, w grupie wiekowej 70–79 lat – 8%, a wśród chorych w wieku ≥80 lat – 14,8%. Wśród zachorowań o przebiegu krytycznym śmiertelność wyniosła 49%. Śmiertelność wśród zakażonych SARS-CoV-2 obciążonych chorobami przewlekłymi była większa: w grupie osób z chorobami układu krążenia – 10,5%, z przewlekłymi chorobami układu oddechowego – 6,3%, z nadciśnieniem tętniczym – 6%, z chorobami nowotworowymi – 5,6%.'",www.mp.pl,TRUE
29,"Natomiast śmiertelność we Włoszech wynosi około 7%, z czego 40% osób zmarłych z powodu COVID-19 było powyżej 79 roku życia.'",www.mp.pl,TRUE
30,"z powodu grypy w zależności od sezonu umiera 0,1–0,5% chorych.'",www.mp.pl,TRUE
31,"Koronawirusy są rodziną wirusów, które mogą występować u wielu gatunków ssaków (np. wielbłądów, kotów). Rzadko koronawirusy mogą się przenosić ze zwierząt na ludzi, a następnie dalej z człowieka na człowieka'",www.mp.pl,TRUE
32,"Początkowo wydawało się, że przenoszenie koronawirusa 2019-nCoV wiąże się z kontaktem ze zwierzętami, ponieważ wielu chorych na zapalenie płuc w Wuhan w Chinach zgłaszało, że mieli kontakty z targiem rybnym lub targiem ze zwierzętami.'",www.mp.pl,TRUE
33,"Obecnie wiadomo, że wirus może przenosić się z człowieka na człowieka.'",www.mp.pl,TRUE
34,"Uważa się, że do większości zakażeń u ludzi dochodzi przede wszystkim drogą kropelkową, kiedy zakażona osoba kaszle lub kicha, podobnie jak przenosi się np. wirus grypy.'",www.mp.pl,TRUE
35,"Wirus może także zostać przeniesiony, kiedy człowiek dotknie powierzchni lub przedmiotu, na którym znajduje się wirus (czyli np. ślina osoby chorej), a następnie dotknie swoich ust, nosa lub oczu'",www.mp.pl,TRUE
36,"Należy pamiętać, że łatwość przenoszenia się danego wirusa z człowieka na człowieka może się różnić.'",www.mp.pl,TRUE
37,"Obecnie nie ma pewności, jak łatwo koronawirus 2019-nCoV przenosi się między ludźmi, a badania cały czas trwają. Zakłada się, że jedna chora osoba zaraża 3-4 kolejne.'",www.mp.pl,TRUE
38,"Zgodnie z najnowszymi doniesieniami prawdopodobnie jest możliwe zarażenie się koronawirusem od osób, które są zakażone, ale u których nie pojawiły się jeszcze objawy.'",www.mp.pl,TRUE
39,"Bazując na dostępnych danych wiadomo, że za rozprzestrzenianie się wirusa odpowiadają głównie osoby, które mają objawy choroby.'",www.mp.pl,TRUE
40,Obecnie nie ma szczepionki zapobiegającej zachorowaniu.',www.mp.pl,TRUE
41,Najlepszym sposobem uniknięcia zachorowania jest unikanie kontaktu z wirusem.',www.mp.pl,TRUE
42,Trwają prace nad stworzeniem szczepionki przeciwko COVID-19.',www.mp.pl,TRUE
43,"Obecnie trwa pandemia COVID-19, co oznacza, że wirus jest w wielu krajach na świecie.'",www.mp.pl,TRUE
44,"Dlatego też zapobieganie zakażeniu polega na przestrzeganiu zaleceń władz dotyczących podróżowania, pozostawania w domu, kwarantanny oraz przestrzegania zasad higieny'",www.mp.pl,TRUE
45,"Osoby, które mogą być zakażone koronawirusem (COVID-19) powinny bezzwłocznie, telefonicznie powiadomić powiatową stację sanitarno-epidemiologiczną lub zgłosić się bezpośrednio do oddziału zakaźnego lub oddziału obserwacyjno-zakaźnego.'",www.mp.pl,TRUE
46,Nie należy zgłaszać się do lekarza rodzinnego lub SOR!',www.mp.pl,TRUE
47,"Chorzy otrzymują leczenie, które ma na celu łagodzenie objawów (leczenie objawowe) oraz - w uzasadnionych przypadkach - chlorochinę, czyli jedyny lek zarejestrowany w Polsce do leczenia zakażenia SARS-CoV-2.'",www.mp.pl,TRUE
48,"Na razie wszystko wskazuje na to, że do przeniesienia zakażenia potrzebny jest bezpośredni kontakt z osobą chorą.'",www.mp.pl,TRUE
49,"Istnieją doniesienia, że wirus może przetrwać w aerozolu wytwarzanego przez osobę chorą (podczas kaszlu, kichania) w pomieszczeniu nawet do 3 godzin.'",www.mp.pl,TRUE
50,"Są doniesienia że jedna osoba, która jechała autobusem, w którym wcześniej przebywał chory zostala zarażona'",www.mp.pl,TRUE
51,"Nie ma dotychczas żadnych danych wskazujących na to, że zwierzęta domowe, takie jak psy i koty mogą przenosić zakażenie koronawirusem 2019-nCoV.'",www.mp.pl,TRUE
52,"Zaleca się przestrzeganie zasad higieny, np. mycie rąk wodą z mydłem po kontakcie ze zwierzętami domowymi, ponieważ mogą one przenosić na człowieka różne bakterie (np. E. coli albo Salmonellę).'",www.mp.pl,TRUE
53,"Światowa Organizacja Zdrowia (WHO) 11.03.20. ogłosiła pandemię, co oznacza, że nowy koronawirus SARS-CoV-2 rozprzestrzenia się na całym świecie.'",www.mp.pl,TRUE
54,12. marca 2020 w Polsce wprowadzono stan epidemiczny zgodnie z ustawą o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi.',www.mp.pl,TRUE
55,10 marca podjęto decyzję o odwołaniu imprez masowych',www.mp.pl,TRUE
56,"11 marca o zawieszeniu zajęć na uczelniach, w przedszkolach, szkołach i placówkach oświatowych do 25 marca oraz o tym, żeby 19 placówek medycznych przekształcić w szpitale zakaźne.'",www.mp.pl,TRUE
57,"Tak. Wszyscy pacjenci z objawami koronawirusa będą leczeni bezpłatnie, również osoby nieubezpieczone.'",www.mp.pl,TRUE
58,Myj ręce wodą z mydłem lub używając środka odkażającego na bazie alkoholu',www.mp.pl,TRUE
59,"Mycie rąk wodą z mydłem lub środkiem na bazie alkoholu zabija wirusy, jeśli są na twoich rękach.'",www.mp.pl,TRUE
60,"Jeśli kichasz lub kaszlesz, zasłoń usta i nos zgiętym ramieniem (kichaj w zgięcie łokcia) lub chusteczką, którą następnie wyrzuć natychmiast do zamykanego kosza na śmieci i umyj starannie ręce'",www.mp.pl,TRUE
61,Zasłanianie ust i nosa podczas kaszlu zapobiega rozprzestrzenianiu się bakterii i wirusów.',www.mp.pl,TRUE
62,"Jeśli podczas kaszlu lub kichania zasłaniasz się dłonią, możesz następnie przenieść drobnoustroje na innych ludzi (np. podając im rękę) lub przedmioty (np. dotykając klamek, włączników światła i innych powierzchni).'",www.mp.pl,TRUE
63,"Nie zbliżaj się do innych na mniej niż 1 metr, a zwłaszcza do osób, które kaszlą, kichają lub mają gorączkę.'",www.mp.pl,TRUE
64,"Kiedy osoba mająca zakażenie układu oddechowego, taką jak koronawirus, kaszle lub kicha, może rozprzestrzeniać małe ilości wydzieliny („kropelki”, stąd nazwa przenoszenia takich chorób – droga kropelkowa) zawierającej wirus.'",www.mp.pl,TRUE
65,"Jeśli będziesz blisko osoby, możesz zostać zakażony.'",www.mp.pl,TRUE
66,"Twoje dłonie mają kontakt z różnymi powierzchniami, na których może znajdować się wirus.'",www.mp.pl,TRUE
67,"Jeśli dotykasz zakazonymi rękami oczu, nosa lub ust, możesz przenieść na siebie zakażenie.'",www.mp.pl,TRUE
68,"Jeżeli w ciągu ostatnich 14 dni byłeś w Chinach lub miałeś kontakt z osobą, która była w tym czasie w Chinach, a jednocześnie masz gorączkę powyżej 38° i kaszel lub duszność, to powinieneś zgłosić się na najbliższy szpitalny oddział chorób zakaźnych.'",www.mp.pl,TRUE
69,"W przypadku wystąpienia objawów, takich jak gorączka, kaszel i trudności z oddychaniem, bardzo ważne jest, żeby zgłosić się pilnie do lekarza, ponieważ ich powodem może być zakażenie układu oddechowego lub inna poważna choroba.'",www.mp.pl,TRUE
70,"Objawy ze strony układu oddechowego mogą mieć wiele przyczyn i w zależności od twojej sytuacji, historii podróży i innych okoliczności (np. kontaktu z osobą, która mogła być zakażona), jedną z przyczyn może być koronawirus z Wuhan.'",www.mp.pl,TRUE
71,Korona wirusem mozna zakazić sie gdy osoba zarażona mieszka w tym samym gospodarstwie domowym',www.mp.pl,TRUE
72,"Mozna zarazić sie od osoby, która podróżowała w samolocie siedząc w odległości do 2 miejsc (w każdym kierunku), osoba wspólnie podróżująca lub sprawująca opiekę nad z osobą zakażoną koronawirusem lub członkowie personelu pokładowego obsługujący daną sekcję samolotu, w której siedziała osoba zakażona koronawirusem'",www.mp.pl,TRUE
73,Dłuższy czas kontaktu zwiększa ryzyko przeniesienia zakażenia.',www.mp.pl,TRUE
74,"Wartość graniczną 15 minut przyjęto jako punkt odniesienia. Nie znaczy to, że osoba, która przebywała 17 minut w zamkniętym pomieszczeniu z osobą zakażoną koronawirusem ma znacznie większe ryzyko zarażenia, ani że osoba, która przebywała tam 14 minut, nie ma żadnego ryzyka zakażenia.'",www.mp.pl,TRUE
75,Przesyłki z Chin są bezpieczne i nie należy obawiać się zakażenia koronawirusem w sposób inny niż w wyniku bezpośredniego kontaktu z osobą zakażoną',www.mp.pl,TRUE
76,"Nie są dostępne środki, które chroniłyby przed zakażeniem i mogłyby być stosowane np. na skórę.'",www.mp.pl,TRUE
77,"Przed zakażeniem chroni przede wszystkim przestrzeganie zasad higieny, czyli częste i dokładne mycie rąk ciepłą wodą i środkiem myjącym lub stosowanie żeli odkażających w sytuacji, gdy nie możemy umyć rąk w sposób tradycyjny.'",www.mp.pl,TRUE
78,"Ciężki przebieg choroby obserwuje się u ok.15-20% osób. Do zgonów dochodzi u 2-3% osób chorych.Prawdopodobnie dane te zawyżone, gdyż u wielu osób z lekkim przebiegiem zakażenia nie dokonano potwierdzenia laboratoryjnego.',",www.gov.pl,TRUE
79,"Najbardziej narażone na rozwinięcie ciężkiej postaci choroby i zgon są osoby starsze, z obniżoną odpornością, którym towarzyszą inne choroby, w szczególności przewlekłe.',",www.gov.pl,TRUE
80,"Wirus przenosi się drogą kropelkową.',",www.gov.pl,TRUE
81,"Aktualnie nie ma szczepionki przeciw nowemu koronawirusowi.',",www.gov.pl,TRUE
82,Od niedzieli 15 marca zamykamy na 10 dni granice naszego kraju dla cudzoziemców. ,www.gov.pl,TRUE
83,"Wszyscy polscy obywatele powracający do Polski będą także poddani obowiązkowej 14-dniowej kwarantannie domowej',",www.gov.pl,TRUE
84,"Zawieszone są międzynarodowe pasażerskie połączenia lotnicze i kolejowe, ale transport cargo działa',",www.gov.pl,TRUE
85,"Towary będą wyjeżdżały i wjeżdżały do Polski bez zakłóceń.',",www.gov.pl,TRUE
86,"Polacy będą mogli wrócić do Polski także transportem kołowym, czyli samochodami osobowymi, busami i autokarami.'",www.gov.pl,TRUE
87,"Polskę będzie można opuścić transportem kołowym na przejściach granicznych',",www.gov.pl,TRUE
88,"Po przekroczeniu granicy każdy Polak zostanie zarejestrowany i przebadany i skierowany na obowiązkową 14-dniową kwarantannę domową pod karą grzywny.',",www.gov.pl,TRUE
89,Banki i placówki finansowe działają normalnie.',www.gov.pl,TRUE
90,"Wszyscy polscy obywatele znajdujący się teraz poza granicami – mogą wracać do Polski',",www.gov.pl,TRUE
91,Zimna pogoda i snieg niszczą koronawirusa,www.newsweek.com,FALSE
92,Wraz z nadejsciem ciepleszych dni zagrozenie koronawirusem zmaleje,www.newsweek.com,FALSE
93,Gorąca kąpiel po powrocie do domu zmiejsza ryzyko zarazenia wirusem,www.newsweek.com,FALSE
94,Zakażenie korona wirusem może być przenoszone przez komary,www.newsweek.com,FALSE
95,Gorące powietrze z suszarki do włosów jest skuteczne w dezynfekcji rąk.,www.newsweek.com,FALSE
96,Ultrafioletowe lampy dezyfekacyjne są skuteczne  w zabijaniu korona wirusa. ,www.newsweek.com,FALSE
97,Skanery termiczne są skuteczne w wykrywaniu osób zarażonych koronawirusem,www.newsweek.com,FALSE
98,Szczepienia przeciwko zapaleniu płuc chronią przed zakazeniem korona wirusem,www.newsweek.com,FALSE
99,Plukanie nosa roztworem soli pomoże zapobiec infekcji COVID-19,www.newsweek.com,FALSE
100,Jedzenie czosnku może zapobiec infekcji COVID-19,www.newsweek.com,FALSE
101,Korona wirus atakuje tylko osoby w podeszłym wieku,www.newsweek.com,FALSE
102,Antybiotyki są skuteczne w leczeniu i zapobieganiu zakażeniom koronawirusem,www.newsweek.com,FALSE
103,Nie ma dowodów na to że mróz zabija korona wirusy.,www.newsweek.com,TRUE
104,Do zakażeń koronawirusem może dojść w każdym obszarze włączając to rejony gorące i wilgotne.,www.newsweek.com,TRUE
105,"Gorąca kąpiel po powrocie do domu nie zmniejsza ryzyka zachorowania na COVID-19 gdyż temperatura ciała pozostaje stałą (36,6-37) niezależnie od temperatury wody.",www.newsweek.com,TRUE
106,Aktualnie nie ma dowodów na to że koronawirus jest przenoszony przez komary.,www.newsweek.com,TRUE
107,Szuszarki do włosów nie są skuteczne w zapobieganiu zakażeniom korona wirusem.,www.newsweek.com,TRUE
108,Lampy ultrafioletowe nie mogą być wykorzystywane do dezynfekcji skóry np. rąk ponieważ promieniowanie UV powoduje podrażnienia skóry.,www.newsweek.com,TRUE
109,"Skanery termicze wykrywają osoby z gorączką i nie wykryją osób zakażonych ale bez gorączki. 
Osoby zakażone zaczynają chorować z objawami gorączki po od 2 do 10 dni od zakazenia ",www.newsweek.com,TRUE
110,Szczepionki przeciwko zapaleniom płuc jak szczepionka przeciw pneumokokom nie chronią przed korona wirusem. Korona wirus musi mieć własną szczepionkę,www.newsweek.com,TRUE
111,Nie ma dowodów na to ze regularne czyszczenie nosa solą fizjologiczną obniża ryzyko zakażenia korona wirusem,www.newsweek.com,TRUE
112,Czosnek ma potwierdzone właściwosći pro zdrowtne jednak nie ma dowodów na to że jego spożywanie obniża ryzyko zakażenia koronawirusem,www.newsweek.com,TRUE
113,"Zakażić sie mogą ludzie w różnym wieku ale to ludzie starsi oraz osoby ze schorzeniami astma, cukrzyca oraz choroby serca są bardziej narażeni na zakażenie",www.newsweek.com,TRUE
114,Antybiotyki nie działąją na wirusy tylko na bakterie.,www.newsweek.com,TRUE
115,"Osoby zakażone koronawirusem mają: wysoką gorączkę, kaszel, duszności,kłopoty z oddychaniem.  ",pacjent.gov.pl,TRUE
116,"Jesli zaobserwowałeś u siebie  objawy korona wirusa to bezzwłocznie, telefonicznie powiadom stację sanitarno-epidemiologiczną, lub zgłoś się własnym transportem bezpośrednio do oddziału zakaźnego lub oddziału obserwacyjno-zakaźnego, gdzie określony zostanie dalszy tryb postępowania medycznego. Nie korzystaj z komunikacji publicznej, żeby nie zakażać innych.",pacjent.gov.pl,TRUE
117,"Jeśli byłeś przed wprowadzeniem obowiązkowej kwarantanny za granicą, w krajach, w których wiele osób choruje, ale nie zaobserwowałeś u siebie wyżej wymienionych objawów, to przez 14 dni kontroluj swój stan zdrowia, czyli codziennie mierz temperaturę ciała oraz zwróć uwagę na występowanie objawów grypopodobnych (złe samopoczucie, bóle mięśniowe, kaszel).",pacjent.gov.pl,TRUE
118,"Jeżeli w ciągu 14 dni samoobserwacji zaobserwujesz  objawy choroby COVID-19 to: pozostań w domu bezzwłocznie, telefonicznie powiadom stację sanitarno-epidemiologiczną lub zgłoś się bezpośrednio do oddziału zakaźnego lub oddziału obserwacyjno-zakaźnego, gdzie określony zostanie dalszy tryb postępowania medycznego.",pacjent.gov.pl,TRUE
119,Od 15 marca po powrocie do Polski jesteś zobowiązany poddać się obowiązkowej 14-dniowej kwarantannie.,pacjent.gov.pl,TRUE
120,"We wszystkich sprawach zdrowotnych uzyskasz w placówkach podstawowej opieki zdrowotnej poradę przez telefon. Sprawdź, w której placówce POZ w pobliżu możesz uzyskać teleporadę",pacjent.gov.pl,TRUE
121,"Objawy koronawirusa u dziecka: kaszel,katar,biegunka, a także przekrwienie błony śluzowej nosa i bóle głowy.",pacjent.gov.pl,TRUE
122,"by chronić swoje dziecko dopilnuj, by Twoje dzieci, w tym młodzież, nie spotykały się w miejscach publicznych i większych grupach, gdy nie chodzą do szkoły",pacjent.gov.pl,TRUE
123,"A by chronić swoje dziecko zapoznaj je z zasadami higieny. Jeśli wychodzicie, pilnuj, by nie dotykało rzeczy, które dotykają inni ludzie (klamek, przycisku od domofonu, słupków, latarni itp.). Naucz je prawidłowo myć ręce",pacjent.gov.pl,TRUE
124,"Jeśli dziecko źle się czuje, powinno zostać w domu i odpoczywać.",pacjent.gov.pl,TRUE
125,"Należy izolować dziecko od osób, które źle się czują. Jeśli inny domownik ma infekcję, dziecko nie powinno przebywać razem z nim w pomieszczeniu",pacjent.gov.pl,TRUE
126,,pacjent.gov.pl,TRUE
127,"Pomóż swojemu dziecku poradzić sobie ze stresem związanym z koronawirusem. Wyjaśnij mu, co to jest za wirus, jak można się nim zarazić oraz jak można się przed nim chronić. Zapewnij go, że to sytuacja przejściowa, z którą sobie poradzimy, jeśli będziemy przestrzegać zasad higieny i unikania kontaktu z innymi osobami. Powiedz dziecku, że zawsze może Cię o wszystko zapytać. Pamiętaj, że dzieci inaczej patrzą na pewne sprawy. Ważne, by dużo z dzieckiem rozmawiać i by samemu zachować spokój",pacjent.gov.pl,TRUE
128,"Dzieci reagują na to, jak sytuację postrzegają dorośli. Kiedy rodzice i opiekunowie mówią o sytuacji spokojnie, mogą zapewnić swoim dzieciom najlepsze wsparcie.",pacjent.gov.pl,TRUE
129,"Niektóre nietypowe zmiany, na które należy zwrócić uwagę u dzieci: Nadmierny płacz i rozdrażnienie, Nadmierne zmartwienie lub smutek,
Niezdrowe nawyki żywieniowe (objadanie się, brak apetytu) lub senność, Drażliwość i „odgrywanie” dziwnych zachowań,Trudności z uwagą i koncentracją,
Niewyjaśnione bóle głowy lub ciała,",pacjent.gov.pl,TRUE
130,"Chorobotwórcze drobnoustroje mogą znajdować się na powierzchni rzeczy, których codziennie dotykamy, takich jak pieniądze, klawiatura komputera, telefon komórkowy, testery kosmetyków w sklepach, piloty do telewizorów. To dlatego, że wiele osób ich dotyka oraz rzadko pamiętamy o ich dezynfekowaniu.",pacjent.gov.pl,TRUE
131,"Chociaż wirusy potrzebują żywego nosiciela, by żyć i się namnażać, to potrafią przetrwać także poza żywym organizmem i w ten sposób zakażać. To, ile czasu przetrwają, zależy m.in. od temperatury, wilgotności, odczynu (pH) i promieniowania ultrafioletowego (np. nasłonecznienia).",pacjent.gov.pl,TRUE
132,"Badania sugerują, że koronawirusy (np. SARS, MERS) mogą utrzymywać się na powierzchniach przez kilka godzin lub nawet kilka (2-3) dni.Może się to różnić w różnych warunkach (np. rodzaj powierzchni, temperatura lub wilgotność otoczenia).",pacjent.gov.pl,TRUE
133,"Aby ochronić sie przed zakażeniem: Nie podawaj ręki, nie całuj na powitanie, nie obejmuj,Wirus przenosi się drogą kropelkową – zachowaj dystans od rozmówcy 1–1,5 metra,Jeśli możesz zostań w domu i unikaj dużych skupisk ludzkich,
unikaj bliskiego kontaktu z chorymi.",pacjent.gov.pl,TRUE
134,"Myj ręce mydłem przez 30 sekund, dokładnie, nie omijając żadnej części, tak jak jest to opisane w instrukcji Głównego Inspektoratu Sanitarnego: 
zawsze jak wracasz do domu, zawsze przed jedzeniem,po przyjściu do pracy,każdorazowo po przemieszczeniu się publicznym transportem,po skorzystaniu z toalety,
po wydmuchaniu nosa, kaszlu lub kichaniu,zawsze, jeśli ręce są brudne, lepkie itp.",pacjent.gov.pl,TRUE
135,"Po myciu najlepiej wytrzyj ręce w papierowy ręcznik. Jeśli używasz ręcznika z tkaniny, pierz go często.",pacjent.gov.pl,TRUE
136,"Jeśli nosisz tipsy lub długie paznokcie, używaj szczoteczki do paznokci (i często ją dezynfekuj)",pacjent.gov.pl,TRUE
137,"Jeśli mydło i woda nie są łatwo dostępne, użyj środka dezynfekującego zawierającego co najmniej 60% alkoholu. Możesz go też użyć po umyciu rąk.",pacjent.gov.pl,TRUE
138,"Jeśli kaszlesz, kichasz, wycierasz nos, używaj jednorazowych chusteczek, a potem od razu je wyrzucaj.",pacjent.gov.pl,TRUE
139,"Jeśli kichasz, zasłoń usta jednorazową chusteczką lub przedramieniem, a nie dłonią.",pacjent.gov.pl,TRUE
140,"Nie dotykaj twarzy, a zwłaszcza ust i nosa.",pacjent.gov.pl,TRUE
141,"Maseczki ochronne przeznaczone są dla osób chorych, opiekujących się chorymi oraz pracowników ochrony zdrowia.",pacjent.gov.pl,TRUE
142,"W miarę możliwości włączniki światła, przyciski w windzie, klamki itp. naciskaj łokciem lub kostką zgiętego palca.",pacjent.gov.pl,TRUE
143,"Nie dotykaj guzików w autobusach, tramwajach i metrze, przycisków stop, ani żółtych guzików na przejściach.",pacjent.gov.pl,TRUE
144,"Nie liż znaczków na poczcie, nie zwilżaj palców, by przewrócić kartkę lub otworzyć plastikową torebkę.",pacjent.gov.pl,TRUE
145,"W domu czyść i dezynfekuj często dotykane przedmioty i powierzchnie (np. stoły, blaty, włączniki światła, klamki i uchwyty szafek) za pomocą wody z detergentem lub innych odpowiednich środków.",pacjent.gov.pl,TRUE
146,Regularnie dezynfekuj swój telefon komórkowy (np.: wilgotnymi chusteczkami nasączonymi środkiem dezynfekującym).,pacjent.gov.pl,TRUE
147,Nie kładź telefonu na stole i nie korzystaj z niego podczas jedzenia.,pacjent.gov.pl,TRUE
148,"Nie jedz niczego bez umycia rąk, czyli na mieście nie rozpakowuj batonika czy innego jedzenia, żeby je zjeść.",pacjent.gov.pl,TRUE
149,"Rutynowo czyść wszystkie często dotykane powierzchnie w miejscu pracy, takie jak klawiatury, blaty i klamki.",pacjent.gov.pl,TRUE
150,"Brudne ręce są przyczyną licznych chorób, a w niektórych regionach świata nawet śmierci. Wystarczy odruchowo dotknąć nieumytymi rękami okolic oczu, nosa czy ust i jesteśmy narażone na ogromne ryzyko infekcji",www.gis.gov.pl,TRUE
151,"Każde dotknięcie klamki, banknotu czy poręczy w autobusie sprawia, że na nasze ręce dostaje się od 100 do 10 tys. komórek drobnoustrojów. To bomba bakteryjna, którą rozbroić może tylko mycie rąk. Wystarczy kilkadziesiąt sekund myć ręce, by oczyścić je z 90 proc. bakterii. Żeby uzyskać najlepszy efekt potrzebne jest niecała minuta",www.gis.gov.pl,TRUE
152,"Zasady mycia rąk: myj ręce ok. 30 sekund,rozpocznij od zmoczenia rąk wodąnabierz tyle mydła, aby pokryły całą powierzchnię dłoni,dokładnie rozprowadź mydło po powierzchni pocierając o siebie rozprostowane dłonie,pamiętaj o dokładnym umyciu przestrzeni między,palcami,grzbietów palców oraz okolic kciuków,na koniec dokładnie opłucz ręce wodą i wytrzyj ręce do sucha jednorazowym ręcznikiem",www.gis.gov.pl,TRUE
153,"Myjąc ręce w miejscu publicznym staraj się nie dotykać umytymi rękoma klamek, drzwi oraz innych elementów wyposażenia, mogą znajdować się na nich liczne bakterie. Wychodząc możesz posłużyć się papierowym ręcznikiem, który ograniczy kontakt z drobnoustrojami",www.gis.gov.pl,TRUE
154,"Mycie rąk to prosty i skuteczny sposób by zatrzymać rozprzestrzenianie się zakażeń, niestety często jest bagatelizowany. ",www.gis.gov.pl,TRUE
